ID,Code de Type,Langue,Nom,Faction,Type unité,Possession
10,F - Transfuge,FR - Français,Élémentaire de Kélon,Muna,Personnage,0
10,R - Rare,EN - English,Kelon Elemental,Axiom,Personnage,0
10,R - Rare,FR - Français,Élémentaire de Kélon,Axiom,Personnage,1
10,C - Commune,EN - English,Kelon Elemental,Axiom,Personnage,0
10,C - Commune,FR - Français,Élémentaire de Kélon,Axiom,Personnage,6
11,F - Transfuge,EN - English,Ogun,Muna,Personnage,0
11,F - Transfuge,FR - Français,Ogun,Muna,Personnage,0
11,R - Rare,EN - English,Ogun,Axiom,Personnage,1
11,R - Rare,FR - Français,Ogun,Axiom,Personnage,1
11,C - Commune,EN - English,Ogun,Axiom,Personnage,1
11,C - Commune,FR - Français,Ogun,Axiom,Personnage,0
12,C - Commune,EN - English,Foundry Armorer,Axiom,Personnage,1
12,C - Commune,FR - Français,Armurière de la Fonderie,Axiom,Personnage,3
12,F - Transfuge,EN - English,Amelia Earhart,Ordis,Personnage,1
12,F - Transfuge,FR - Français,Amelia Earhart,Ordis,Personnage,0
12,R - Rare,EN - English,Amelia Earhart,Axiom,Personnage,0
12,R - Rare,FR - Français,Amelia Earhart,Axiom,Personnage,1
12,C - Commune,EN - English,Amelia Earhart,Axiom,Personnage,0
12,C - Commune,FR - Français,Amelia Earhart,Axiom,Personnage,3
13,F - Transfuge,EN - English,Foundry Armorer,Bravos,Personnage,0
13,F - Transfuge,FR - Français,Armurière de la Fonderie,Bravos,Personnage,1
13,C - Commune,EN - English,Foundry Armorer,Axiom,Personnage,0
13,C - Commune,FR - Français,Armurière de la Fonderie,Axiom,Personnage,0
14,F - Transfuge,EN - English,Three Little Pigs,Bravos,Personnage,0
14,F - Transfuge,FR - Français,Trois Petits Cochons,Bravos,Personnage,0
14,R - Rare,EN - English,Three Little Pigs,Axiom,Personnage,1
14,R - Rare,FR - Français,Trois Petits Cochons,Axiom,Personnage,1
14,C - Commune,EN - English,Three Little Pigs,Axiom,Personnage,1
14,C - Commune,FR - Français,Trois Petits Cochons,Axiom,Personnage,3
15,F - Transfuge,EN - English,Tinker Bell,Lyra,Personnage,0
15,F - Transfuge,FR - Français,Fée Clochette,Lyra,Personnage,0
15,R - Rare,EN - English,Tinker Bell,Axiom,Personnage,0
15,R - Rare,FR - Français,Fée Clochette,Axiom,Personnage,0
15,C - Commune,EN - English,Tinker Bell,Axiom,Personnage,1
15,C - Commune,FR - Français,Fée Clochette,Axiom,Personnage,1
16,F - Transfuge,EN - English,Axiom Scrambler,Muna,Personnage,0
16,F - Transfuge,FR - Français,Brouilleur Axiom,Muna,Personnage,0
16,R - Rare,EN - English,Axiom Scrambler,Axiom,Personnage,0
16,R - Rare,FR - Français,Brouilleur Axiom,Axiom,Personnage,1
16,C - Commune,EN - English,Axiom Scrambler,Axiom,Personnage,1
16,C - Commune,FR - Français,Brouilleur Axiom,Axiom,Personnage,3
17,F - Transfuge,EN - English,Dr. Frankenstein,Lyra,Personnage,0
17,F - Transfuge,FR - Français,Dr Frankenstein,Lyra,Personnage,1
17,R - Rare,EN - English,Dr. Frankenstein,Axiom,Personnage,1
17,R - Rare,FR - Français,Dr Frankenstein,Axiom,Personnage,0
17,C - Commune,EN - English,Dr. Frankenstein,Axiom,Personnage,1
17,C - Commune,FR - Français,Dr Frankenstein,Axiom,Personnage,2
18,F - Transfuge,EN - English,Athena,Ordis,Personnage,0
18,F - Transfuge,FR - Français,Athéna,Ordis,Personnage,1
18,R - Rare,EN - English,Athena,Axiom,Personnage,1
18,R - Rare,FR - Français,Athéna,Axiom,Personnage,0
18,C - Commune,EN - English,Athena,Axiom,Personnage,0
18,C - Commune,FR - Français,Athéna,Axiom,Personnage,3
19,F - Transfuge,EN - English,Ganesha,Muna,Personnage,1
19,F - Transfuge,FR - Français,Ganesh,Muna,Personnage,0
19,R - Rare,EN - English,Ganesha,Axiom,Personnage,0
19,R - Rare,FR - Français,Ganesh,Axiom,Personnage,0
19,C - Commune,EN - English,Ganesha,Axiom,Personnage,1
19,C - Commune,FR - Français,Ganesh,Axiom,Personnage,2
20,F - Transfuge,EN - English,Hooked,Lyra,Sort,0
20,F - Transfuge,FR - Français,Happé,Lyra,Sort,0
20,R - Rare,EN - English,Hooked,Axiom,Sort,0
20,R - Rare,FR - Français,Happé,Axiom,Sort,0
20,C - Commune,EN - English,Hooked,Axiom,Sort,0
20,C - Commune,FR - Français,Happé,Axiom,Sort,2
21,F - Transfuge,EN - English,Mechanical Training,Muna,Sort,0
21,F - Transfuge,FR - Français,Entraînement Mécanique,Muna,Sort,0
21,R - Rare,EN - English,Mechanical Training,Axiom,Sort,0
21,R - Rare,FR - Français,Entraînement Mécanique,Axiom,Sort,1
21,C - Commune,EN - English,Mechanical Training,Axiom,Sort,1
21,C - Commune,FR - Français,Entraînement Mécanique,Axiom,Sort,2
22,F - Transfuge,EN - English,Boom!,Yzmir,Sort,0
22,F - Transfuge,FR - Français,Boum!,Yzmir,Sort,0
22,R - Rare,EN - English,Boom!,Axiom,Sort,0
22,R - Rare,FR - Français,Boum!,Axiom,Sort,1
22,C - Commune,EN - English,Boom!,Axiom,Sort,0
22,C - Commune,FR - Français,Boum!,Axiom,Sort,2
23,F - Transfuge,EN - English,Kelon Burst,Ordis,Sort,0
23,F - Transfuge,FR - Français,Décharge de Kélon,Ordis,Sort,1
23,R - Rare,EN - English,Kelon Burst,Axiom,Sort,0
23,R - Rare,FR - Français,Décharge de Kélon,Axiom,Sort,0
23,C - Commune,EN - English,Kelon Burst,Axiom,Sort,1
23,C - Commune,FR - Français,Décharge de Kélon,Axiom,Sort,5
24,F - Transfuge,EN - English,Kelon Cylinder,Bravos,Repère Permanent,0
24,F - Transfuge,FR - Français,Cylindre de Kélon,Bravos,Repère Permanent,1
24,R - Rare,EN - English,Kelon Cylinder,Axiom,Repère Permanent,0
24,R - Rare,FR - Français,Cylindre de Kélon,Axiom,Repère Permanent,0
24,C - Commune,EN - English,Kelon Cylinder,Axiom,Repère Permanent,0
24,C - Commune,FR - Français,Cylindre de Kélon,Axiom,Repère Permanent,1
25,F - Transfuge,EN - English,Armored Jammer,Ordis,Repère Permanent,0
25,F - Transfuge,FR - Français,Brouilleur Blindé,Ordis,Repère Permanent,0
25,R - Rare,EN - English,Armored Jammer,Axiom,Repère Permanent,1
25,R - Rare,FR - Français,Brouilleur Blindé,Axiom,Repère Permanent,0
25,C - Commune,EN - English,Armored Jammer,Axiom,Repère Permanent,1
25,C - Commune,FR - Français,Brouilleur Blindé,Axiom,Repère Permanent,1
26,F - Transfuge,EN - English,Brassbug Hub,Ordis,Repère Permanent,0
26,F - Transfuge,FR - Français,Hub des Scarabots,Ordis,Repère Permanent,1
26,R - Rare,EN - English,Brassbug Hub,Axiom,Repère Permanent,0
26,R - Rare,FR - Français,Hub des Scarabots,Axiom,Repère Permanent,0
26,C - Commune,EN - English,Brassbug Hub,Axiom,Repère Permanent,1
26,C - Commune,FR - Français,Hub des Scarabots,Axiom,Repère Permanent,4
27,F - Transfuge,EN - English,Kelonic Generator,Ordis,Repère Permanent,0
27,F - Transfuge,FR - Français,Générateur Kélonique,Ordis,Repère Permanent,0
27,R - Rare,EN - English,Kelonic Generator,Axiom,Repère Permanent,0
27,R - Rare,FR - Français,Générateur Kélonique,Axiom,Repère Permanent,1
27,C - Commune,EN - English,Kelonic Generator,Axiom,Repère Permanent,0
27,C - Commune,FR - Français,Générateur Kélonique,Axiom,Repère Permanent,2
28,F - Transfuge,EN - English,"The Foundry, Axiom Bastion",Bravos,Repère Permanent,0
28,F - Transfuge,FR - Français,"La fonderie, Bastion Axiom",Bravos,Repère Permanent,1
28,R - Rare,EN - English,"The Foundry, Axiom Bastion",Axiom,Repère Permanent,1
28,R - Rare,FR - Français,"La fonderie, Bastion Axiom",Axiom,Repère Permanent,1
28,C - Commune,EN - English,"The Foundry, Axiom Bastion",Axiom,Repère Permanent,1
28,C - Commune,FR - Français,"La fonderie, Bastion Axiom",Axiom,Repère Permanent,3
29,F - Transfuge,EN - English,Axiom Reprocessor,Muna,Repère Permanent,0
29,F - Transfuge,FR - Français,Recycleur Axiom,Muna,Repère Permanent,0
29,R - Rare,EN - English,Axiom Reprocessor,Axiom,Repère Permanent,0
29,R - Rare,FR - Français,Recycleur Axiom,Axiom,Repère Permanent,1
29,C - Commune,EN - English,Axiom Reprocessor,Axiom,Repère Permanent,0
29,C - Commune,FR - Français,Recycleur Axiom,Axiom,Repère Permanent,3
30,F - Transfuge,EN - English,Brassbug Hive,Yzmir,Repère Permanent,0
30,F - Transfuge,FR - Français,Ruche des Scarabots,Yzmir,Repère Permanent,1
30,R - Rare,EN - English,Brassbug Hive,Axiom,Repère Permanent,0
30,R - Rare,FR - Français,Ruche des Scarabots,Axiom,Repère Permanent,2
30,C - Commune,EN - English,Brassbug Hive,Axiom,Repère Permanent,0
30,C - Commune,FR - Français,Ruche des Scarabots,Axiom,Repère Permanent,7
31,H - Héro,EN - English,Kojo & Booda,Bravos,,1
31,H - Héro,FR - Français,Kojo & Booda,Bravos,,4
32,H - Héro,EN - English,Atsadi & Surge,Bravos,,1
32,H - Héro,FR - Français,Atsadi & Surge,Bravos,,4
33,H - Héro,EN - English,Basira & Kaizaimon,Bravos,,0
33,H - Héro,FR - Français,Basira & Kaizaimon,Bravos,,1
34,F - Transfuge,EN - English,Issun-bōshi,Muna,Personnage,0
34,F - Transfuge,FR - Français,Issun-bōshi,Muna,Personnage,0
34,R - Rare,EN - English,Issun-bōshi,Bravos,Personnage,0
34,R - Rare,FR - Français,Issun-bōshi,Bravos,Personnage,0
34,C - Commune,EN - English,Issun-bōshi,Bravos,Personnage,1
34,C - Commune,FR - Français,Issun-bōshi,Bravos,Personnage,4
35,F - Transfuge,EN - English,Bravos Bladedance,Yzmir,Personnage,0
35,F - Transfuge,FR - Français,Danseuse de Lames Bravos,Yzmir,Personnage,0
35,R - Rare,EN - English,Bravos Bladedance,Bravos,Personnage,0
35,R - Rare,FR - Français,Danseuse de Lames Bravos,Bravos,Personnage,1
35,C - Commune,EN - English,Bravos Bladedance,Bravos,Personnage,0
35,C - Commune,FR - Français,Danseuse de Lames Bravos,Bravos,Personnage,2
36,F - Transfuge,EN - English,Ratatoskr,Ordis,Personnage,0
36,F - Transfuge,FR - Français,Ratatosk,Ordis,Personnage,1
36,R - Rare,EN - English,Ratatoskr,Bravos,Personnage,0
36,R - Rare,FR - Français,Ratatosk,Bravos,Personnage,3
36,C - Commune,EN - English,Ratatoskr,Bravos,Personnage,1
36,C - Commune,FR - Français,Ratatosk,Bravos,Personnage,3
37,F - Transfuge,EN - English,Bravos Pathfinder,Lyra,Personnage,0
37,F - Transfuge,FR - Français,Pionnière Bravos,Lyra,Personnage,1
37,R - Rare,EN - English,Bravos Pathfinder,Bravos,Personnage,0
37,R - Rare,FR - Français,Pionnière Bravos,Bravos,Personnage,0
37,C - Commune,EN - English,Bravos Pathfinder,Bravos,Personnage,0
37,C - Commune,FR - Français,Pionnière Bravos,Bravos,Personnage,4
38,F - Transfuge,EN - English,Bravos Tracer,Axiom,Personnage,0
38,F - Transfuge,FR - Français,Traceuse Bravos,Axiom,Personnage,2
38,R - Rare,EN - English,Bravos Tracer,Bravos,Personnage,0
38,R - Rare,FR - Français,Traceuse Bravos,Bravos,Personnage,1
38,C - Commune,EN - English,Bravos Tracer,Bravos,Personnage,0
38,C - Commune,FR - Français,Traceuse Bravos,Bravos,Personnage,4
39,F - Transfuge,EN - English,Chiron,Muna,Personnage,0
39,F - Transfuge,FR - Français,Chiron,Muna,Personnage,0
39,R - Rare,EN - English,Chiron,Bravos,Personnage,0
39,R - Rare,FR - Français,Chiron,Bravos,Personnage,0
39,C - Commune,EN - English,Chiron,Bravos,Personnage,0
39,C - Commune,FR - Français,Chiron,Bravos,Personnage,2
40,F - Transfuge,EN - English,Red,Yzmir,Personnage,0
40,F - Transfuge,FR - Français,Red,Yzmir,Personnage,0
40,R - Rare,EN - English,Red,Bravos,Personnage,0
40,R - Rare,FR - Français,Red,Bravos,Personnage,0
40,C - Commune,EN - English,Red,Bravos,Personnage,1
40,C - Commune,FR - Français,Red,Bravos,Personnage,2
41,F - Transfuge,EN - English,Tiny Jinn,Muna,Personnage,1
41,F - Transfuge,FR - Français,Petit Djinn,Muna,Personnage,0
41,R - Rare,EN - English,Tiny Jinn,Bravos,Personnage,0
41,R - Rare,FR - Français,Petit Djinn,Bravos,Personnage,0
41,C - Commune,EN - English,Tiny Jinn,Bravos,Personnage,0
41,C - Commune,FR - Français,Petit Djinn,Bravos,Personnage,2
42,F - Transfuge,EN - English,Haven Trainee,Ordis,Personnage,0
42,F - Transfuge,FR - Français,Aspirant de Havre,Ordis,Personnage,0
42,R - Rare,EN - English,Haven Trainee,Bravos,Personnage,0
42,R - Rare,FR - Français,Aspirant de Havre,Bravos,Personnage,1
42,C - Commune,EN - English,Haven Trainee,Bravos,Personnage,1
42,C - Commune,FR - Français,Aspirant de Havre,Bravos,Personnage,5
43,F - Transfuge,EN - English,Bravos Vanguard,Axiom,Personnage,0
43,F - Transfuge,FR - Français,Avant-Garde Bravos,Axiom,Personnage,0
43,R - Rare,EN - English,Bravos Vanguard,Bravos,Personnage,0
43,R - Rare,FR - Français,Avant-Garde Bravos,Bravos,Personnage,0
43,C - Commune,EN - English,Bravos Vanguard,Bravos,Personnage,1
43,C - Commune,FR - Français,Avant-Garde Bravos,Bravos,Personnage,3
44,F - Transfuge,EN - English,Haven Bouncer,Axiom,Personnage,0
44,F - Transfuge,FR - Français,Videuse Bravos,Axiom,Personnage,0
44,R - Rare,EN - English,Haven Bouncer,Bravos,Personnage,0
44,R - Rare,FR - Français,Videuse Bravos,Bravos,Personnage,1
44,C - Commune,EN - English,Haven Bouncer,Bravos,Personnage,0
44,C - Commune,FR - Français,Videuse Bravos,Bravos,Personnage,3
45,F - Transfuge,EN - English,Haven Warrior,Ordis,Personnage,0
45,F - Transfuge,FR - Français,Guerrière de Havre,Ordis,Personnage,0
45,R - Rare,EN - English,Haven Warrior,Bravos,Personnage,1
45,R - Rare,FR - Français,Guerrière de Havre,Bravos,Personnage,1
45,C - Commune,EN - English,Haven Warrior,Bravos,Personnage,1
45,C - Commune,FR - Français,Guerrière de Havre,Bravos,Personnage,2
46,F - Transfuge,EN - English,Hua Mulan,Yzmir,Personnage,0
46,F - Transfuge,FR - Français,Hua Mulan,Yzmir,Personnage,0
46,R - Rare,EN - English,Hua Mulan,Bravos,Personnage,0
46,R - Rare,FR - Français,Hua Mulan,Bravos,Personnage,0
46,C - Commune,EN - English,Hua Mulan,Bravos,Personnage,1
46,C - Commune,FR - Français,Hua Mulan,Bravos,Personnage,2
47,C - Commune,EN - English,Tomoe Gozen,Bravos,Personnage,0
47,C - Commune,FR - Français,Tomoe Gozen,Bravos,Personnage,3
47,F - Transfuge,EN - English,Tomoe Gozen,Lyra,Personnage,0
47,F - Transfuge,FR - Français,Tomoe Gozen,Lyra,Personnage,0
47,R - Rare,EN - English,Tomoe Gozen,Bravos,Personnage,0
47,R - Rare,FR - Français,Tomoe Gozen,Bravos,Personnage,1
48,F - Transfuge,EN - English,Sun Wukong,Muna,Personnage,1
48,F - Transfuge,FR - Français,Sun Wukong,Muna,Personnage,0
48,R - Rare,EN - English,Sun Wukong,Bravos,Personnage,0
48,R - Rare,FR - Français,Sun Wukong,Bravos,Personnage,1
48,C - Commune,EN - English,Sun Wukong,Bravos,Personnage,1
48,C - Commune,FR - Français,Sun Wukong,Bravos,Personnage,4
49,F - Transfuge,EN - English,Mighty Jinn,Lyra,Personnage,0
49,F - Transfuge,FR - Français,Puissant Djinn,Lyra,Personnage,0
49,R - Rare,EN - English,Mighty Jinn,Bravos,Personnage,0
49,R - Rare,FR - Français,Puissant Djinn,Bravos,Personnage,0
49,C - Commune,EN - English,Mighty Jinn,Bravos,Personnage,0
49,C - Commune,FR - Français,Puissant Djinn,Bravos,Personnage,2
50,F - Transfuge,EN - English,Kappa,Lyra,Personnage,0
50,F - Transfuge,FR - Français,Kappa,Lyra,Personnage,0
50,R - Rare,EN - English,Kappa,Bravos,Personnage,0
50,R - Rare,FR - Français,Kappa,Bravos,Personnage,0
50,C - Commune,EN - English,Kappa,Bravos,Personnage,0
50,C - Commune,FR - Français,Kappa,Bravos,Personnage,5
51,F - Transfuge,EN - English,Achilles,Ordis,Personnage,0
51,F - Transfuge,FR - Français,Achille,Ordis,Personnage,1
51,R - Rare,EN - English,Achilles,Bravos,Personnage,0
51,R - Rare,FR - Français,Achille,Bravos,Personnage,1
51,C - Commune,EN - English,Achilles,Bravos,Personnage,0
51,C - Commune,FR - Français,Achille,Bravos,Personnage,0
52,F - Transfuge,EN - English,Atlas,Ordis,Personnage,0
52,F - Transfuge,FR - Français,Atlas,Ordis,Personnage,0
52,R - Rare,EN - English,Atlas,Bravos,Personnage,0
52,R - Rare,FR - Français,Atlas,Bravos,Personnage,0
52,C - Commune,EN - English,Atlas,Bravos,Personnage,0
52,C - Commune,FR - Français,Atlas,Bravos,Personnage,6
53,F - Transfuge,EN - English,Shenlong,Lyra,Personnage,0
53,F - Transfuge,FR - Français,Shenlong,Lyra,Personnage,0
53,R - Rare,EN - English,Shenlong,Bravos,Personnage,1
53,R - Rare,FR - Français,Shenlong,Bravos,Personnage,2
53,C - Commune,EN - English,Shenlong,Bravos,Personnage,0
53,C - Commune,FR - Français,Shenlong,Bravos,Personnage,1
54,F - Transfuge,EN - English,"Kaibara, Asgarthan Leviathan",Lyra,Personnage,0
54,F - Transfuge,FR - Français,"Kaibara, Léviathan Asgarthi",Lyra,Personnage,0
54,R - Rare,EN - English,"Kaibara, Asgarthan Leviathan",Bravos,Personnage,0
54,R - Rare,FR - Français,"Kaibara, Léviathan Asgarthi",Bravos,Personnage,3
54,C - Commune,EN - English,"Kaibara, Asgarthan Leviathan",Bravos,Personnage,0
54,C - Commune,FR - Français,"Kaibara, Léviathan Asgarthi",Bravos,Personnage,1
55,F - Transfuge,EN - English,Helping Hand,Yzmir,Sort,0
55,F - Transfuge,FR - Français,Main Tendue,Yzmir,Sort,0
55,R - Rare,EN - English,Helping Hand,Bravos,Sort,0
55,R - Rare,FR - Français,Main Tendue,Bravos,Sort,0
55,C - Commune,EN - English,Helping Hand,Bravos,Sort,0
55,C - Commune,FR - Français,Main Tendue,Bravos,Sort,3
56,F - Transfuge,EN - English,Intimidation,Yzmir,Sort,0
56,F - Transfuge,FR - Français,Intimidation,Yzmir,Sort,0
56,R - Rare,EN - English,Intimidation,Bravos,Sort,0
56,R - Rare,FR - Français,Intimidation,Bravos,Sort,0
56,C - Commune,EN - English,Intimidation,Bravos,Sort,0
56,C - Commune,FR - Français,Intimidation,Bravos,Sort,6
57,F - Transfuge,EN - English,Mana Channeling,Muna,Sort,0
57,F - Transfuge,FR - Français,Canalisation de Mana,Muna,Sort,1
57,R - Rare,EN - English,Mana Channeling,Bravos,Sort,0
57,R - Rare,FR - Français,Canalisation de Mana,Bravos,Sort,0
57,C - Commune,EN - English,Mana Channeling,Bravos,Sort,1
57,C - Commune,FR - Français,Canalisation de Mana,Bravos,Sort,2
58,F - Transfuge,EN - English,Physical Training,Muna,Sort,0
58,F - Transfuge,FR - Français,Entraînement Physique,Muna,Sort,2
58,R - Rare,EN - English,Physical Training,Bravos,Sort,0
58,R - Rare,FR - Français,Entraînement Physique,Bravos,Sort,2
58,C - Commune,EN - English,Physical Training,Bravos,Sort,2
58,C - Commune,FR - Français,Entraînement Physique,Bravos,Sort,4
59,F - Transfuge,EN - English,Mana Eruption,Muna,Sort,0
59,F - Transfuge,FR - Français,Éruption de Mana,Muna,Sort,1
59,R - Rare,EN - English,Mana Eruption,Bravos,Sort,0
59,R - Rare,FR - Français,Éruption de Mana,Bravos,Sort,0
59,C - Commune,EN - English,Mana Eruption,Bravos,Sort,0
59,C - Commune,FR - Français,Éruption de Mana,Bravos,Sort,1
60,F - Transfuge,EN - English,"Haven, Bravos Bastion",Axiom,Repère Permanent,1
60,F - Transfuge,FR - Français,"Havre, Bastion Bravos",Axiom,Repère Permanent,0
60,R - Rare,EN - English,"Haven, Bravos Bastion",Bravos,Repère Permanent,0
60,R - Rare,FR - Français,"Havre, Bastion Bravos",Bravos,Repère Permanent,0
60,C - Commune,EN - English,"Haven, Bravos Bastion",Bravos,Repère Permanent,1
60,C - Commune,FR - Français,"Havre, Bastion Bravos",Bravos,Repère Permanent,5
61,H - Héro,EN - English,Nevenka & Blotch,Lyra,,1
61,H - Héro,FR - Français,Nevenka & Blotch,Lyra,,4
62,H - Héro,EN - English,Auraq & Kibble,Lyra,,2
62,H - Héro,FR - Français,Auraq & Kibble,Lyra,,2
63,H - Héro,EN - English,Fen & Crowbar,Lyra,,0
63,H - Héro,FR - Français,Fen & Crowbar,Lyra,,3
64,F - Transfuge,EN - English,Martengale,Axiom,Personnage,0
64,F - Transfuge,FR - Français,Martengale,Axiom,Personnage,0
64,R - Rare,EN - English,Martengale,Lyra,Personnage,0
64,R - Rare,FR - Français,Martengale,Lyra,Personnage,0
64,C - Commune,EN - English,Martengale,Lyra,Personnage,0
64,C - Commune,FR - Français,Martengale,Lyra,Personnage,2
65,F - Transfuge,EN - English,Ouroboros Trickster,Bravos,Personnage,0
65,F - Transfuge,FR - Français,Prestidigitatrice de l’Ouroboros,Bravos,Personnage,0
65,R - Rare,EN - English,Ouroboros Trickster,Lyra,Personnage,0
65,R - Rare,FR - Français,Prestidigitatrice de l’Ouroboros,Lyra,Personnage,1
65,C - Commune,EN - English,Ouroboros Trickster,Lyra,Personnage,0
65,C - Commune,FR - Français,Prestidigitatrice de l’Ouroboros,Lyra,Personnage,5
66,F - Transfuge,EN - English,Esmeralda,Muna,Personnage,0
66,F - Transfuge,FR - Français,Esmeralda,Muna,Personnage,0
66,R - Rare,EN - English,Esmeralda,Lyra,Personnage,0
66,R - Rare,FR - Français,Esmeralda,Lyra,Personnage,1
66,C - Commune,EN - English,Esmeralda,Lyra,Personnage,3
66,C - Commune,FR - Français,Esmeralda,Lyra,Personnage,5
67,F - Transfuge,EN - English,Lyra Skald,Yzmir,Personnage,0
67,F - Transfuge,FR - Français,Skald Lyra,Yzmir,Personnage,0
67,R - Rare,EN - English,Lyra Skald,Lyra,Personnage,0
67,R - Rare,FR - Français,Skald Lyra,Lyra,Personnage,0
67,C - Commune,EN - English,Lyra Skald,Lyra,Personnage,1
67,C - Commune,FR - Français,Skald Lyra,Lyra,Personnage,4
68,F - Transfuge,EN - English,Lyra Thespian,Muna,Personnage,0
68,F - Transfuge,FR - Français,Comédien Lyra,Muna,Personnage,0
68,R - Rare,EN - English,Lyra Thespian,Lyra,Personnage,0
68,R - Rare,FR - Français,Comédien Lyra,Lyra,Personnage,0
68,C - Commune,EN - English,Lyra Thespian,Lyra,Personnage,0
68,C - Commune,FR - Français,Comédien Lyra,Lyra,Personnage,2
69,F - Transfuge,EN - English,Hathor,Yzmir,Personnage,0
69,F - Transfuge,FR - Français,Hathor,Yzmir,Personnage,0
69,R - Rare,EN - English,Hathor,Lyra,Personnage,0
69,R - Rare,FR - Français,Hathor,Lyra,Personnage,2
69,C - Commune,EN - English,Hathor,Lyra,Personnage,1
69,C - Commune,FR - Français,Hathor,Lyra,Personnage,5
70,F - Transfuge,EN - English,Lyra Navigator,Bravos,Personnage,0
70,F - Transfuge,FR - Français,Navigatrice Lyra,Bravos,Personnage,0
70,R - Rare,EN - English,Lyra Navigator,Lyra,Personnage,0
70,R - Rare,FR - Français,Navigatrice Lyra,Lyra,Personnage,0
70,C - Commune,EN - English,Lyra Navigator,Lyra,Personnage,1
70,C - Commune,FR - Français,Navigatrice Lyra,Lyra,Personnage,1
71,F - Transfuge,EN - English,Anansi,Axiom,Personnage,0
71,F - Transfuge,FR - Français,Anansi,Axiom,Personnage,1
71,R - Rare,EN - English,Anansi,Lyra,Personnage,0
71,R - Rare,FR - Français,Anansi,Lyra,Personnage,0
71,C - Commune,EN - English,Anansi,Lyra,Personnage,0
71,C - Commune,FR - Français,Anansi,Lyra,Personnage,1
72,F - Transfuge,EN - English,Lyra Cloth Dancer,Muna,Personnage,0
72,F - Transfuge,FR - Français,Danseuse d’Étoffe Lyra,Muna,Personnage,1
72,R - Rare,EN - English,Lyra Cloth Dancer,Lyra,Personnage,0
72,R - Rare,FR - Français,Danseuse d’Étoffe Lyra,Lyra,Personnage,1
72,C - Commune,EN - English,Lyra Cloth Dancer,Lyra,Personnage,0
72,C - Commune,FR - Français,Danseuse d’Étoffe Lyra,Lyra,Personnage,4
